Filename,Tag,Count
scw_01_23_da.csv,sap hec,1
scw_01_23_da.csv,sap hcm,1
scw_01_23_da.csv,sap hci,1
scw_01_23_da.csv,sap graph,1
scw_01_23_da.csv,sap gardener,1
scw_01_23_da.csv,sap forecasting and replenishment,1
scw_01_23_da.csv,sap epm,1
scw_01_23_da.csv,sap environmental compliance,1
scw_01_23_da.csv,sap engineering control center,1
scw_01_23_da.csv,sap energy portfolio management,1
scw_01_23_da.csv,sap document access,1
scw_01_23_da.csv,sap customer profile,1
scw_01_23_da.csv,sap cpq,1
scw_01_23_da.csv,sap commissions,1
scw_01_23_da.csv,sap cloud for real estate,1
scw_01_23_da.csv,sap cloud for energy,1
scw_01_23_da.csv,sap certified solutions directory,1
scw_01_23_da.csv,sap cash application,1
scw_01_23_da.csv,sap business planning and consolidation,1
scw_01_23_da.csv,sap big data margin assurance,1
scw_01_23_da.csv,sap banking,1
scw_01_23_da.csv,sap asset retirement obligation management,1
scw_01_23_da.csv,sap asset information workbench,1
scw_01_23_da.csv,sap ariba procurement,1
scw_01_23_da.csv,sap appcenter,1
scw_01_23_da.csv,sap accounts payable,1
